country,domain,category,company_size,email_provider,confidence,other_industry_category,website,website_status,website_reason
India,epictranscription.com,Professional Services,Unknown,No,95,Transcription Services,much_info,reachable,200
United States,bearcateth.com,Technology and Software Development,Unknown,No,70,N/A,no_info,reachable,200
India,looplynks.com,Technology and Software Development,Unknown,No,20,N/A,unreachable,unreachable,403
Australia,xero.com,Technology and Software Development,500+,No,100,N/A,much_info,reachable,200
Nigeria,rackantech.com,Financial Service,Unknown,No,95,N/A,much_info,reachable,200
United States,eylulozturk.com,Marketing and Advertising,solo,No,95,N/A,much_info,reachable,200
Australia,futurasydney.com,Manufacturing and Industrial,Unknown,No,95,N/A,much_info,reachable,200
India,vstartimmigrations.in,Professional Services,Unknown,No,95,Immigration Services,much_info,reachable,200
United States,luminexagroup.com,Marketing and Advertising,Unknown,No,95,Influencer Management / OnlyFans Management,much_info,reachable,200
United States,tuta.com,Technology and Software Development,Unknown,Yes,95,N/A,much_info,reachable,200
Philippines,ph.staffoutsourcing.com,Professional Services,Unknown,Yes,100,N/A,no_info,reachable,200
Japan,deiso.co.jp,Education and e-learning,Unknown,No,95,N/A,much_info,reachable,200
United Kingdom,fansbase.uk,Technology and Software Development,Unknown,No,10,N/A,unreachable,unreachable,Connection Error
United States,petrovdigital.io,Technology and Software Development,1 to 5,No,95,N/A,much_info,reachable,200
United States,doubt.com,Technology and Software Development,Unknown,No,40,N/A,unreachable,reachable,200
Australia,firepulseai.com,Technology and Software Development,Unknown,No,60,N/A,little_info,reachable,200
United States,wilmingtonaquaticclub.com,Other,Unknown,No,70,Sports Club,unreachable,unreachable,Timeout
Israel,toolswiss.com,E-commerce and Retail,Unknown,No,95,N/A,much_info,reachable,200
United States,4sqinternational.com,Professional Services,Unknown,No,50,N/A,unreachable,unreachable,Connection Error
Netherlands,risottini.com,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
India,hetcash.com,Financial Service,Unknown,No,50,N/A,unreachable,unreachable,SSL Error
Hong Kong,hollo.hk,Healthcare,Unknown,No,95,N/A,much_info,reachable,200
United States,emergemarket.com,Logistics and Transportation,50 to 100,No,95,N/A,much_info,reachable,200
India,functionatics.com,Marketing and Advertising,Unknown,No,95,N/A,much_info,reachable,200
United States,iv.ai,Technology and Software Development,20 to 50,No,95,N/A,much_info,reachable,200
India,nakad.co,Financial Service,Unknown,No,95,N/A,much_info,reachable,200
India,vlifesolutions.co.uk,Marketing and Advertising,Unknown,No,95,N/A,much_info,reachable,200
India,agentic.it,Technology and Software Development,Unknown,No,95,N/A,much_info,reachable,200
United States,ge-ed.co,Logistics and Transportation,Unknown,No,95,N/A,much_info,reachable,200
United States,smartnutritionfitclub.com,Healthcare,1 to 5,No,95,N/A,much_info,reachable,200
Turkey,betrobot.ai,Technology and Software Development,solo,No,95,N/A,much_info,reachable,200
India,justtrademarkets.com,Financial Service,Unknown,No,95,N/A,much_info,reachable,200
